src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,avg_inter_arrival,min_inter_arrival,max_inter_arrival,std_inter_arrival,tcp_packet_count,udp_packet_count,icmp_packet_count,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_fin_count,is_suspicious_port,is_high_volume,has_unusual_protocol,total_bytes,bytes_per_packet_ratio,packet_rate,tcp_connection_established,label
192.168.1.48,203.0.113.0,42940,443,TCP,17.142295379596185,784,1425.8710133473833,928.278732276654,1570.7307309070554,153.49687047725834,0.08076376262384122,0.0033099556750181476,0.24819260383086986,0.05699962029071345,630,0,0,0,419,1,1,0,1,0,1050680.3093759506,1338.5782158057025,21.466308457150955,1,1
192.168.1.126,203.0.113.0,9596,443,TCP,48.21257990346977,801,1505.1492496258688,1066.6126468097232,1522.4733889223614,213.6307080459733,0.023674789329513626,0.012800735446528702,0.7251175881756813,0.016049810687188165,597,0,0,1,390,0,4,0,1,0,1161599.4062563227,1493.931343884847,169.40279409227406,1,1
192.168.1.239,203.0.113.0,48800,443,TCP,49.49872500083864,749,1456.9365918593774,835.6859734923773,1483.4930189677627,143.15398261493368,0.1168257149367627,0.01979597285558182,0.3126708077660753,0.003576551122340049,621,0,0,3,408,1,1,0,1,0,1082602.879170678,1387.093906343809,80.8784152295043,1,1
192.168.1.7,203.0.113.0,29249,443,TCP,41.96477363327287,822,1331.9830598299775,1159.295119820889,1471.5864106962229,56.047684980892384,0.0036119081983763154,0.010615406705384706,0.055663970144281254,0.0023592974458403557,609,0,0,2,384,0,2,0,1,0,1276252.5240789587,1420.9401361997923,49.769080456576056,1,1
192.168.1.208,203.0.113.0,46877,443,TCP,52.67327766012766,806,1401.3264643083974,1066.3864089931674,1533.5914818866813,193.7304360106861,0.0029990467803454254,0.007166013122099649,0.47798896521360945,0.025816035556561215,592,0,0,1,410,2,1,0,1,0,844638.7570424596,1343.9044022611567,17.330941217175816,1,1
192.168.1.197,203.0.113.0,50414,443,TCP,46.868648601533565,795,1473.03569312012,1009.9185089977727,1532.215924703568,165.05769475431205,0.13086764135740656,0.0017307416622563251,0.019546195947343213,0.030869335248761547,593,0,0,3,416,0,2,0,1,0,949396.5295530893,1550.8940264240211,23.38354132250623,1,1
192.168.1.16,203.0.113.0,33299,443,TCP,54.11028686134953,806,1405.945203421765,1168.305893640273,1455.1707793272028,169.7072363688202,0.05227086545238836,0.0005494068815874291,0.12627572665355713,0.05688213696997906,622,0,0,2,391,1,3,0,1,0,905697.4807657689,1360.8368894793139,55.42857447867432,1,1
192.168.1.129,203.0.113.0,7867,443,TCP,31.694402424273974,793,1525.4284889106896,1094.8417934221136,1442.8813754549528,119.92249230767852,0.02386949051814838,0.005900344116372788,0.4370349279723178,0.01038116639562327,610,0,0,1,410,1,2,0,1,0,1122936.8314359859,1407.4692866593261,3.7351438325100705,1,1
192.168.1.115,203.0.113.0,2129,443,TCP,47.379856404972124,846,1439.568155684011,952.4996761382956,1445.4048652143254,148.71455833213832,0.07033718449662257,0.0005060885887479464,0.20503466034727805,0.005498598329070747,606,0,0,2,415,2,2,0,1,0,977944.9643021462,1503.499944212688,14.831471826666979,1,1
192.168.1.37,203.0.113.0,51562,443,TCP,59.98757817145222,804,1475.292266528783,1007.757630977833,1476.5887709762821,155.5938262540698,0.05578692696191523,0.008424238985767002,0.10676582568916307,0.014293007708831525,631,0,0,1,415,2,0,0,1,0,1018951.6196477254,1428.004226105996,62.570857070756716,1,1
192.168.1.231,203.0.113.0,60920,443,TCP,46.246559875980964,789,1482.140064699176,803.5725700185254,1465.510727320862,142.86538147181705,0.03787906368493909,0.004824474394057161,0.0692919923479789,0.013088948641079625,629,0,0,2,371,1,0,0,1,0,1063368.5531973059,1425.508969643748,32.69810319476258,1,1
192.168.1.211,203.0.113.0,44233,443,TCP,15.709189011856608,767,1293.3317296694138,1106.4190310548852,1580.9046009084782,97.96911524239579,0.005205472853606322,0.014154724089473119,0.09403253808093019,0.004263119397774653,615,0,0,0,368,2,0,0,1,0,854521.1149463258,1202.6344490603387,25.741143841934687,1,1
192.168.1.246,203.0.113.0,32663,443,TCP,35.91593612145915,784,1404.9986035356678,970.4048322008279,1474.8109688870281,233.06076144777163,0.08361345121264557,0.0036477695798877562,0.14223851718684824,0.033468113627429866,625,0,0,3,381,1,3,0,1,0,937865.1036795003,1468.0635001693886,8.211762570939978,1,1
192.168.1.165,203.0.113.0,43511,443,TCP,39.3673895621514,773,1366.7645526481035,802.2775154761018,1437.5166776025135,175.07487713484676,0.10050442793947223,0.008988995906772785,0.07685149656058662,0.021320518079152386,594,0,0,3,428,0,3,0,1,0,1099726.5953697914,1405.558694021349,29.15629028306323,1,1
192.168.1.125,203.0.113.0,19075,443,TCP,18.71053375356955,805,1504.384599480708,881.8161430591008,1440.3251279550236,162.6175214106119,0.009447293774436514,0.007715056045719271,0.694546380896802,0.0383095074017243,614,0,0,1,401,2,2,0,1,0,945191.2099492081,1454.156510317255,73.63445367109223,1,1
